ds,yhat,yhat_lower,yhat_upper,product_id
2024-01-01,-22.475289447864334,-479.38048213379824,460.22304884367617,FIT_02
2024-01-02,38.98499947947127,-456.1703408573104,525.3605201598614,FIT_02
2024-01-03,-33.21989766403168,-546.6018234631778,439.2498578499515,FIT_02
2024-01-04,-77.53358562518227,-577.8364278584756,372.28134098057706,FIT_02
2024-01-05,-85.93332867436946,-583.7966076358713,419.3270434082611,FIT_02
2024-01-06,-19.40216663824479,-509.50149761867385,473.27151557442994,FIT_02
2024-01-07,-3.5390448360761084,-519.1339087626741,470.9532856106529,FIT_02
2024-01-08,-7.979000053474415,-486.66421601276863,509.43014049264826,FIT_02
2024-01-09,53.481288874004235,-453.7866688661325,538.5072849351744,FIT_02
2024-01-10,-18.72360826954707,-529.7545585030214,465.59747462738085,FIT_02
2024-01-11,-63.03729623063949,-560.7779837202597,419.81225851760485,FIT_02
2024-01-12,-71.4370392798902,-524.9227899883253,416.77907784878056,FIT_02
2024-01-13,-4.905877243867955,-511.6602442468189,482.54791706979773,FIT_02
2024-01-14,10.957243950291172,-468.4718453996759,487.9090531542813,FIT_02
2024-01-15,6.517288124926793,-481.09503399817305,475.01632952135583,FIT_02
2024-01-16,67.97757644434866,-382.27259893352755,584.5083096862805,FIT_02
2024-01-17,-4.227321307354245,-474.55954880343313,448.7645609800337,FIT_02
2024-01-18,-48.54100987648125,-519.9638724138747,444.0370713689031,FIT_02
2024-01-19,-56.94075353378805,-591.7660309476779,416.294363876186,FIT_02
2024-01-20,9.590407894210706,-504.04135393047324,484.3090888737764,FIT_02
2024-01-21,25.453529088506436,-443.17626138108017,528.0382786039172,FIT_02
2024-01-22,21.013573263013747,-486.57437703371403,507.59574176853096,FIT_02
2024-01-23,82.47386158240774,-409.76218903219643,545.0538984953948,FIT_02
2024-01-24,10.26896383100462,-454.6560309153742,477.3349432220667,FIT_02
2024-01-25,-34.044724433312595,-536.0696079410886,479.7107287617728,FIT_02
2024-01-26,-42.444467785510625,-542.8631860842041,449.95685004855176,FIT_02
2024-01-27,24.0866939474869,-467.2039550725645,509.56532993673505,FIT_02
2024-01-28,39.94981544675998,-460.2242457315694,531.3646747263479,FIT_02
2024-01-29,35.50985992629293,-478.1188231776016,522.6177691933996,FIT_02
2024-01-30,96.9701485508619,-396.4613430101206,581.9672407916006,FIT_02
2024-01-31,24.76525110448997,-498.0457452468837,527.4503434732402,FIT_02
2024-02-01,-19.54843715978319,-504.6801456329181,471.8544067081281,FIT_02
2024-02-02,-27.948180511903985,-556.354637551433,414.62610315305875,FIT_02
2024-02-03,38.582981221148,-423.03458495263186,542.5010956540124,FIT_02
2024-02-04,54.446102720342815,-450.8845676413301,560.3827071151954,FIT_02
2024-02-05,50.006147199922076,-452.2376598585134,546.2233572791703,FIT_02
2024-02-06,111.46643602697831,-391.7735775027472,601.2603693201156,FIT_02
2024-02-07,39.261538783100335,-440.0322647022468,517.6232117757838,FIT_02
2024-02-08,-5.052149278532028,-466.46270580726315,517.5252816792369,FIT_02
2024-02-09,-13.451892428272785,-483.21214923867063,468.67493022541447,FIT_02
2024-02-10,53.07926950762153,-443.57509483103547,509.1213964920396,FIT_02
2024-02-11,68.94239120928134,-364.12483233063307,594.4857505194489,FIT_02
2024-02-12,64.50243589132604,-455.1285737248996,503.26166232710693,FIT_02
2024-02-13,125.96272471846959,-358.62884641919976,627.4874761985473,FIT_02
2024-02-14,53.757827474502875,-445.79552776837227,538.7402311880971,FIT_02
2024-02-15,9.444139412898807,-513.8189496981765,480.26407316698646,FIT_02
2024-02-16,1.0443962631647992,-467.5566556079469,504.42384646414763,FIT_02
2024-02-17,67.57555819909845,-415.0098309765786,514.0546352854526,FIT_02
2024-02-18,83.43868148062563,-406.0111160893975,573.5163110641946,FIT_02
2024-02-19,78.99872774257916,-417.5345510540908,570.9191537112289,FIT_02
2024-02-20,140.4590181494649,-350.0266713079458,655.9691681401164,FIT_02
2024-02-21,68.25412248527864,-415.8507356347406,550.9691990375667,FIT_02
2024-02-22,23.940436003616412,-463.49499629158873,529.1813502307735,FIT_02
2024-02-23,15.54069443387506,-490.7451994019474,529.1242725158122,FIT_02
2024-02-24,82.07185794947854,-456.10544119386435,591.8875310700124,FIT_02
2024-02-25,97.93498123104895,-375.700531780008,601.0401473619452,FIT_02
2024-02-26,93.49502749296754,-398.29837333602904,581.4990117638679,FIT_02
2024-02-27,154.95531789982542,-348.13119894876525,643.8400551745033,FIT_02
2024-02-28,82.75042223595912,-412.9850886244388,556.5438194544968,FIT_02
2024-02-29,38.43673780167133,-478.4893129865316,531.1907375953167,FIT_02
2024-03-01,30.036998279657766,-417.5272436404568,542.8631531352185,FIT_02
2024-03-02,96.56816384287977,-407.24854318156883,567.8834409108268,FIT_02
2024-03-03,112.43128917233697,-397.18108835930093,597.0223093669135,FIT_02
2024-03-04,107.99133748204203,-397.5602440344647,563.9989036476164,FIT_02
2024-03-05,169.45162993657956,-336.6054544116324,690.8624075202011,FIT_02
2024-03-06,97.24673632035197,-376.1549614153598,632.8619873900848,FIT_02
2024-03-07,52.93305188622864,-470.0748732296285,557.7990740273409,FIT_02
2024-03-08,44.53331236415167,-449.5384407642227,549.7681804195123,FIT_02
2024-03-09,111.06447792742816,-369.9024645469802,652.607848573046,FIT_02
2024-03-10,126.92760325667535,-383.841307089896,605.5769172946815,FIT_02
2024-03-11,122.48765156647718,-326.99195308000236,622.7784436450681,FIT_02
